"","Name","Link","OverallRating","StartingPrice","DistanceFromCityCentre"
"151","The Millennials Kyoto","https://www.hostelworld.com/hosteldetails.php/The-Millennials-Kyoto/Kyoto/280003",9.5,"CA$53.56","0.5km from city centre  - Show on Map"
"152","Mosaic Hostel Kyoto","https://www.hostelworld.com/hosteldetails.php/Mosaic-Hostel-Kyoto/Kyoto/270044",9.7,"CA$29.76","3.7km from city centre  - Show on Map"
"153","Ryokan Hostel Gion","https://www.hostelworld.com/hosteldetails.php/Ryokan-Hostel-Gion/Kyoto/292201",9.7,"CA$35.71","0.8km from city centre  - Show on Map"
"154","Bird Hostel","https://www.hostelworld.com/hosteldetails.php/Bird-Hostel/Kyoto/272216",9.4,"CA$32.14","1.1km from city centre  - Show on Map"
"155","Piece Hostel Sanjo","https://www.hostelworld.com/hosteldetails.php/Piece-Hostel-Sanjo/Kyoto/94563",9.6,"CA$34.52","0.5km from city centre  - Show on Map"
"156","Hostel Ebi","https://www.hostelworld.com/hosteldetails.php/Hostel-Ebi/Kyoto/267244",9.9,"CA$29.76","1km from city centre  - Show on Map"
"157","Downtown Inn Kyoto","https://www.hostelworld.com/hosteldetails.php/Downtown-Inn-Kyoto/Kyoto/285591",8.4,"CA$12.02","1.4km from city centre  - Show on Map"
"158","Centurion Cabin & Spa Kyoto","https://www.hostelworld.com/hosteldetails.php/Centurion-Cabin-and-Spa-Kyoto/Kyoto/267524",8.9,"CA$29.76","1.1km from city centre  - Show on Map"
"159","Comics & CapsuleHotel COMICAP kyotoshinkyogoku","https://www.hostelworld.com/hosteldetails.php/Comics-and-CapsuleHotel-COMICAP-kyotoshinkyogoku/Kyoto/275532",9.2,"CA$23.81","0.7km from city centre  - Show on Map"
"160","Khaosan Kyoto Guest House","https://www.hostelworld.com/hosteldetails.php/Khaosan-Kyoto-Guest-House/Kyoto/45698",8.5,"CA$23.81","1.1km from city centre  - Show on Map"
"161","R.Star Hostel Kyoto","https://www.hostelworld.com/hosteldetails.php/R-Star-Hostel-Kyoto/Kyoto/283891",9.3,"CA$25.00","1.8km from city centre  - Show on Map"
"162","Imano Kyoto Kiyomizu Hostel","https://www.hostelworld.com/hosteldetails.php/Imano-Kyoto-Kiyomizu-Hostel/Kyoto/280270",8.8,"CA$23.25","1.9km from city centre  - Show on Map"
"163","J-Hoppers Kyoto Guest House","https://www.hostelworld.com/hosteldetails.php/J-Hoppers-Kyoto-Guest-House/Kyoto/2802",8.7,"CA$22.62","3.6km from city centre  - Show on Map"
"164","Capsule Resort Kyoto Square","https://www.hostelworld.com/hosteldetails.php/Capsule-Resort-Kyoto-Square/Kyoto/273342",9.2,"CA$38.09","1.3km from city centre  - Show on Map"
"165","Santiago Guesthouse Kyoto","https://www.hostelworld.com/hosteldetails.php/Santiago-Guesthouse-Kyoto/Kyoto/73577",8.9,"CA$15.47","2km from city centre  - Show on Map"
"166","Gion Ryokan Q-beh","https://www.hostelworld.com/hosteldetails.php/Gion-Ryokan-Q-beh/Kyoto/85973",9.4,"CA$33.33","1.5km from city centre  - Show on Map"
"167","Piece Hostel Kyoto","https://www.hostelworld.com/hosteldetails.php/Piece-Hostel-Kyoto/Kyoto/71823",9.5,"CA$32.14","3.2km from city centre  - Show on Map"
"168","Jiyujin","https://www.hostelworld.com/hosteldetails.php/Jiyujin/Kyoto/46617",9.8,"CA$31.24","2km from city centre  - Show on Map"
"169","Guest House Renjishi Kabuki","https://www.hostelworld.com/hosteldetails.php/Guest-House-Renjishi-Kabuki/Kyoto/41189",9.1,"CA$17.85","2.5km from city centre  - Show on Map"
"170","WeBase Kyoto","https://www.hostelworld.com/hosteldetails.php/WeBase-Kyoto/Kyoto/294513",9.2,"CA$35.71","1.6km from city centre  - Show on Map"
"171","Guest House Bola-Bola","https://www.hostelworld.com/hosteldetails.php/Guest-House-Bola-Bola/Kyoto/16159",9.3,"CA$32.49","6.1km from city centre  - Show on Map"
"172","Gojo Guest House","https://www.hostelworld.com/hosteldetails.php/Gojo-Guest-House/Kyoto/5317",9.3,"CA$23.81","1.9km from city centre  - Show on Map"
"173","Kyoto Hostel ZEN","https://www.hostelworld.com/hosteldetails.php/Kyoto-Hostel-ZEN/Kyoto/283255",9.6,"CA$35.71","0.7km from city centre  - Show on Map"
"174","The Lower East Nine Hostel","https://www.hostelworld.com/hosteldetails.php/The-Lower-East-Nine-Hostel/Kyoto/101564",9.2,"CA$35.23","3.7km from city centre  - Show on Map"
"175","Guest House Kyoto Inn","https://www.hostelworld.com/hosteldetails.php/Guest-House-Kyoto-Inn/Kyoto/272748",9.2,"CA$17.85","3.3km from city centre  - Show on Map"
"176","Guest House Shiori Ann","https://www.hostelworld.com/hosteldetails.php/Guest-House-Shiori-Ann/Kyoto/82268",9,"CA$17.50","2km from city centre  - Show on Map"
"177","Hostel Niniroom","https://www.hostelworld.com/hosteldetails.php/Hostel-Niniroom/Kyoto/287080",9.4,"CA$27.85","1km from city centre  - Show on Map"
"178","Hostel Kyoto Kizuna","https://www.hostelworld.com/hosteldetails.php/Hostel-Kyoto-Kizuna/Kyoto/277793",9.3,"CA$21.42","2.1km from city centre  - Show on Map"
"179","Grand-Rem Kyoto","https://www.hostelworld.com/hosteldetails.php/Grand-Rem-Kyoto/Kyoto/291158",9,"CA$23.81","0.6km from city centre  - Show on Map"
"180","Guest House Ga-Jyun","https://www.hostelworld.com/hosteldetails.php/Guest-House-Ga-Jyun/Kyoto/83262",9.5,"CA$23.81","1.4km from city centre  - Show on Map"
"181","Calendar Hotel","https://www.hostelworld.com/hosteldetails.php/Calendar-Hotel/Kyoto/278973",8.8,"CA$11.66","8.8km from city centre  - Show on Map"
"182","Tanaka Gokurakudo Guest House","https://www.hostelworld.com/hosteldetails.php/Tanaka-Gokurakudo-Guest-House/Kyoto/280879",9.3,"CA$23.81","2.7km from city centre  - Show on Map"
"183","GATE80 Kyoto Nijo","https://www.hostelworld.com/hosteldetails.php/GATE80-Kyoto-Nijo/Kyoto/292943",8.4,"CA$20.00","2.4km from city centre  - Show on Map"
"184","Chaganjutei","https://www.hostelworld.com/hosteldetails.php/Chaganjutei/Kyoto/272473",0,"CA$39.28","14.1km from city centre  - Show on Map"
"185","Kyoto Hana Hostel","https://www.hostelworld.com/hosteldetails.php/Kyoto-Hana-Hostel/Kyoto/41311",8.7,"CA$21.42","2.5km from city centre  - Show on Map"
"186","Fairfield House","https://www.hostelworld.com/hosteldetails.php/Fairfield-House/Kyoto/102831",9,"CA$25.00","1.9km from city centre  - Show on Map"
"187","Tabetoma Nijo Castle","https://www.hostelworld.com/hosteldetails.php/Tabetoma-Nijo-Castle/Kyoto/266320",8.9,"CA$17.85","1.3km from city centre  - Show on Map"
"188","Nagomi-Ryokan Yuu","https://www.hostelworld.com/hosteldetails.php/Nagomi-Ryokan-Yuu/Kyoto/34703",8.6,"CA$36.30","2.2km from city centre  - Show on Map"
"189","Guest House Hachi","https://www.hostelworld.com/hosteldetails.php/Guest-House-Hachi/Kyoto/279325",8.7,"CA$33.33","3.2km from city centre  - Show on Map"
"190","RokuRoku","https://www.hostelworld.com/hosteldetails.php/RokuRoku/Kyoto/26033",9.3,"CA$29.76","2.4km from city centre  - Show on Map"
"191","Hostel Mundo Chiquito","https://www.hostelworld.com/hosteldetails.php/Hostel-Mundo-Chiquito/Kyoto/69888",8.7,"CA$16.66","1.4km from city centre  - Show on Map"
"192","Stay Inn KOTO","https://www.hostelworld.com/hosteldetails.php/Stay-Inn-KOTO/Kyoto/289683",9.1,"CA$16.07","4.7km from city centre  - Show on Map"
"193","Peace House Sakura","https://www.hostelworld.com/hosteldetails.php/Peace-House-Sakura/Kyoto/95000",7.5,"CA$15.47","1.8km from city centre  - Show on Map"
"194","The Limelight Kyoto","https://www.hostelworld.com/hosteldetails.php/The-Limelight-Kyoto/Kyoto/291445",10,"CA$21.42","4.6km from city centre  - Show on Map"
"195","Hostel Mundo","https://www.hostelworld.com/hosteldetails.php/Hostel-Mundo/Kyoto/44507",8.3,"CA$16.66","2.1km from city centre  - Show on Map"
"196","Kyoto Guesthouse Roujiya","https://www.hostelworld.com/hosteldetails.php/Kyoto-Guesthouse-Roujiya/Kyoto/43979",8.7,"CA$41.66","2.1km from city centre  - Show on Map"
"197","Jam Hostel Kyoto Gion","https://www.hostelworld.com/hosteldetails.php/Jam-Hostel-Kyoto-Gion/Kyoto/59626",7.8,"CA$17.74","0.9km from city centre  - Show on Map"
"198","Hostel HARUYA Kyoto","https://www.hostelworld.com/hosteldetails.php/Hostel-HARUYA-Kyoto/Kyoto/56247",8.9,"CA$17.62","1km from city centre  - Show on Map"
"199","Guesthouse Soi","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Soi/Kyoto/88132",9.4,"CA$20.23","2.4km from city centre  - Show on Map"
"200","Kyo To","https://www.hostelworld.com/hosteldetails.php/Kyo-To/Kyoto/280282",8.9,"CA$21.42","1.9km from city centre  - Show on Map"
"201","OKI's Inn","https://www.hostelworld.com/hosteldetails.php/OKI-s-Inn/Kyoto/67365",9.8,"CA$29.76","1.1km from city centre  - Show on Map"
"202","Guest House YULULU","https://www.hostelworld.com/hosteldetails.php/Guest-House-YULULU/Kyoto/79698",9.4,"CA$17.85","0.5km from city centre  - Show on Map"
"203","Book and Bed Tokyo - Kyoto","https://www.hostelworld.com/hosteldetails.php/Book-and-Bed-Tokyo-Kyoto/Kyoto/281168",8.9,"CA$58.32","0.9km from city centre  - Show on Map"
"204","Tomato Kyoto Station","https://www.hostelworld.com/hosteldetails.php/Tomato-Kyoto-Station/Kyoto/30310",7.3,"CA$17.85","3.1km from city centre  - Show on Map"
"205","HARUYA Umekouji","https://www.hostelworld.com/hosteldetails.php/HARUYA-Umekouji/Kyoto/278295",0,"CA$21.42","3.1km from city centre  - Show on Map"
"206","PBP Hostel Kyoto","https://www.hostelworld.com/hosteldetails.php/PBP-Hostel-Kyoto/Kyoto/294863",0,"CA$38.09","2.1km from city centre  - Show on Map"
"207","Guest Inn Kyoto Garaku","https://www.hostelworld.com/hosteldetails.php/Guest-Inn-Kyoto-Garaku/Kyoto/292035",0,"CA$35.71","2.7km from city centre  - Show on Map"
"208","Matcha Backpackers","https://www.hostelworld.com/hosteldetails.php/Matcha-Backpackers/Kyoto/294217",8.3,"CA$29.76","2.5km from city centre  - Show on Map"
"209","FUGASTAY Shijo Omiya","https://www.hostelworld.com/hosteldetails.php/FUGASTAY-Shijo-Omiya/Kyoto/294324",0,"CA$29.76","1.8km from city centre  - Show on Map"
"210","Bakpak Kyoto Hostel","https://www.hostelworld.com/hosteldetails.php/Bakpak-Kyoto-Hostel/Kyoto/291220",0,"CA$29.76","0km from city centre  - Show on Map"
"211","The Share Hotels Tsugu Kyoto Sanjo","https://www.hostelworld.com/hosteldetails.php/The-Share-Hotels-Tsugu-Kyoto-Sanjo/Kyoto/294805",0,"CA$44.64","0.5km from city centre  - Show on Map"
"212","Guesthouse Oto","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Oto/Kyoto/293577",0,"CA$22.62","3.7km from city centre  - Show on Map"
"213","Kyoto Suiden Ann Annex Dormitory-Sui","https://www.hostelworld.com/hosteldetails.php/Kyoto-Suiden-Ann-Annex-Dormitory-Sui/Kyoto/290630",9.5,"CA$30.95","3.3km from city centre  - Show on Map"
"214","Kyoto Hostel Ryokan","https://www.hostelworld.com/hosteldetails.php/Kyoto-Hostel-Ryokan/Kyoto/96223",8.7,"CA$23.81","4.2km from city centre  - Show on Map"
"215","THE NEXT DOOR lower east nine hostel","https://www.hostelworld.com/hosteldetails.php/THE-NEXT-DOOR-lower-east-nine-hostel/Kyoto/274186",8.2,"CA$35.11","4km from city centre  - Show on Map"
"216","Okara Guesthouse","https://www.hostelworld.com/hosteldetails.php/Okara-Guesthouse/Kyoto/273072",9.5,"CA$22.50","2.4km from city centre  - Show on Map"
"217","Small World Guesthouse in Kyoto","https://www.hostelworld.com/hosteldetails.php/Small-World-Guesthouse-in-Kyoto/Kyoto/54099",8,"CA$19.04","3.9km from city centre  - Show on Map"
"218","Hostel Ginkakuji","https://www.hostelworld.com/hosteldetails.php/Hostel-Ginkakuji/Kyoto/284652",7.9,"CA$12.38","2.7km from city centre  - Show on Map"
"219","O-yado Sato","https://www.hostelworld.com/hosteldetails.php/O-yado-Sato/Kyoto/35205",6.3,"CA$45.83","2.3km from city centre  - Show on Map"
"220","Ikoi-no-Ie Kyoto","https://www.hostelworld.com/hosteldetails.php/Ikoi-no-Ie-Kyoto/Kyoto/22656",6.7,"CA$31.54","2.2km from city centre  - Show on Map"
"221","Grateful","https://www.hostelworld.com/hosteldetails.php/Grateful/Kyoto/275927",8.9,"CA$19.04","0km from city centre  - Show on Map"
"222","Gojo Guesthouse - Annex","https://www.hostelworld.com/hosteldetails.php/Gojo-Guesthouse-Annex/Kyoto/21128",9.9,"CA$29.16","1.7km from city centre  - Show on Map"
"223","Kyoto UTANO Youth Hostel","https://www.hostelworld.com/hosteldetails.php/Kyoto-UTANO-Youth-Hostel/Kyoto/30472",8.3,"CA$40.35","6.4km from city centre  - Show on Map"
"224","Guest House Yahata","https://www.hostelworld.com/hosteldetails.php/Guest-House-Yahata/Kyoto/23633",8.6,"CA$29.76","2km from city centre  - Show on Map"
"225","Talbot","https://www.hostelworld.com/hosteldetails.php/Talbot/Kyoto/279095",5.7,"CA$26.78","29.5km from city centre  - Show on Map"
"226","Traditonal Kyoto Home Ichiyoraifuku","https://www.hostelworld.com/hosteldetails.php/Traditonal-Kyoto-Home-Ichiyoraifuku/Kyoto/280841",0,"CA$54.75","1.3km from city centre  - Show on Map"
"227","FUJITAYA Kyoto","https://www.hostelworld.com/hosteldetails.php/FUJITAYA-Kyoto/Kyoto/264666",7.1,"CA$41.66","2.6km from city centre  - Show on Map"
"228","Satoyama Guesthouse Couture","https://www.hostelworld.com/hosteldetails.php/Satoyama-Guesthouse-Couture/Kyoto/102712",0,"CA$35.71","54km from city centre  - Show on Map"
"229","Kyoto Tsukiusagi","https://www.hostelworld.com/hosteldetails.php/Kyoto-Tsukiusagi/Kyoto/284531",7.7,"CA$35.71","8.7km from city centre  - Show on Map"
"230","Mosaic Machiya KSK","https://www.hostelworld.com/hosteldetails.php/Mosaic-Machiya-KSK/Kyoto/277116",8.6,"CA$47.61","3.5km from city centre  - Show on Map"
"231","Tomori Guest House","https://www.hostelworld.com/hosteldetails.php/Tomori-Guest-House/Kyoto/289747",0,"CA$21.82","2.2km from city centre  - Show on Map"
"232","Kyoto classical house -Murasakian -","https://www.hostelworld.com/hosteldetails.php/Kyoto-classical-house-Murasakian-/Kyoto/289172",8.6,"CA$59.51","4.7km from city centre  - Show on Map"
"233","Seibido Inn","https://www.hostelworld.com/hosteldetails.php/Seibido-Inn/Kyoto/269998",0,"CA$22.62","0.4km from city centre  - Show on Map"
"234","Kyoto Be Open Hostel","https://www.hostelworld.com/hosteldetails.php/Kyoto-Be-Open-Hostel/Kyoto/281256",8,"CA$11902.76","3.8km from city centre  - Show on Map"
"235","Colours","https://www.hostelworld.com/hosteldetails.php/Colours/Kyoto/268233",9.1,"CA$19.04","1.8km from city centre  - Show on Map"
"236","Guest House Yamato","https://www.hostelworld.com/hosteldetails.php/Guest-House-Yamato/Kyoto/51803",0,"CA$67.85","2.2km from city centre  - Show on Map"
"237","Guest House Hitsuji-An","https://www.hostelworld.com/hosteldetails.php/Guest-House-Hitsuji-An/Kyoto/81381",0,"CA$26.19","1.3km from city centre  - Show on Map"
"238","Guesthouse Origami","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Origami/Kyoto/93040",8.4,"CA$17.85","1.7km from city centre  - Show on Map"
"239","Guesthouse Shitamachi-Kujo","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Shitamachi-Kujo/Kyoto/82745",0,"CA$22.62","3.9km from city centre  - Show on Map"
"240","Uoiwa Ryokan","https://www.hostelworld.com/hosteldetails.php/Uoiwa-Ryokan/Kyoto/33101",0,"CA$77.13","2.7km from city centre  - Show on Map"
"241","Traditonal Kyoto Home Bifuku Roujiya","https://www.hostelworld.com/hosteldetails.php/Traditonal-Kyoto-Home-Bifuku-Roujiya/Kyoto/280843",0,"CA$47.61","2.1km from city centre  - Show on Map"
"242","Hotel Rejoice Stay Kyoto Karasuma Oike","https://www.hostelworld.com/hosteldetails.php/Hotel-Rejoice-Stay-Kyoto-Karasuma-Oike/Kyoto/284529",0,"CA$71.42","0km from city centre  - Show on Map"
"243","Villa Kyoto Saiin","https://www.hostelworld.com/hosteldetails.php/Villa-Kyoto-Saiin/Kyoto/279983",0,"CA$47.61","3.9km from city centre  - Show on Map"
"244","Hostel Ayame","https://www.hostelworld.com/hosteldetails.php/Hostel-Ayame/Kyoto/274868",0,"CA$29.76","3.6km from city centre  - Show on Map"
"245","GuestHouse Kyoto Abiya","https://www.hostelworld.com/hosteldetails.php/GuestHouse-Kyoto-Abiya/Kyoto/271831",0,"CA$32.14","0.6km from city centre  - Show on Map"
"246","You En Me House","https://www.hostelworld.com/hosteldetails.php/You-En-Me-House/Kyoto/77020",6.9,"CA$33.33","2.4km from city centre  - Show on Map"
"247","Guesthouse Ryoan-Ori","https://www.hostelworld.com/hosteldetails.php/Guesthouse-Ryoan-Ori/Kyoto/290682",0,"CA$33.33","3.3km from city centre  - Show on Map"
"248","Guest House Aoi Nakamoto","https://www.hostelworld.com/hosteldetails.php/Guest-House-Aoi-Nakamoto/Kyoto/279382",9.4,"CA$54.75","2.5km from city centre  - Show on Map"
"249","Japaning Hotel Fushimiinari","https://www.hostelworld.com/hosteldetails.php/Japaning-Hotel-Fushimiinari/Kyoto/281334",0,"CA$11902.76","4.8km from city centre  - Show on Map"
"250","Ark Hostel","https://www.hostelworld.com/hosteldetails.php/Ark-Hostel/Osaka/99470",9.1,"CA$32.14","1.9km from city centre  - Show on Map"
"251","Hostel Mitsuwaya Osaka","https://www.hostelworld.com/hosteldetails.php/Hostel-Mitsuwaya-Osaka/Osaka/265633",9.5,"CA$38.09","4.1km from city centre  - Show on Map"
"252","Backstage Osaka Hostel & Bar","https://www.hostelworld.com/hosteldetails.php/Backstage-Osaka-Hostel-and-Bar/Osaka/277734",9.4,"CA$26.19","4.5km from city centre  - Show on Map"
"253","Hostel Bushi","https://www.hostelworld.com/hosteldetails.php/Hostel-Bushi/Osaka/280499",8.5,"CA$23.33","3.4km from city centre  - Show on Map"
"254","Guesthouse U-En","https://www.hostelworld.com/hosteldetails.php/Guesthouse-U-En/Osaka/82892",9.5,"CA$27.38","1.9km from city centre  - Show on Map"
"255","""Bike & Bed"" CharinCo Hostel","https://www.hostelworld.com/hosteldetails.php/Bike-and-Bed-CharinCo-Hostel/Osaka/277946",9.3,"CA$39.28","2.9km from city centre  - Show on Map"
"256","Tani9 Backpackers Osaka","https://www.hostelworld.com/hosteldetails.php/Tani9-Backpackers-Osaka/Osaka/78777",9.3,"CA$23.81","4.5km from city centre  - Show on Map"
"257","Osaka Fuku Hostel Namba","https://www.hostelworld.com/hosteldetails.php/Osaka-Fuku-Hostel-Namba/Osaka/102223",9.6,"CA$35.23","4.5km from city centre  - Show on Map"
"258","Music & Coffee Hostel LnK (LODGING & KIN)","https://www.hostelworld.com/hosteldetails.php/Music-and-Coffee-Hostel-LnK-LODGING-and-KIN/Osaka/277244",9.4,"CA$33.33","5.6km from city centre  - Show on Map"
"259","Osaka Fuku Hostel Nagomi","https://www.hostelworld.com/hosteldetails.php/Osaka-Fuku-Hostel-Nagomi/Osaka/267285",9.6,"CA$35.23","4.4km from city centre  - Show on Map"
"260","The Pax Hostel/Records/More","https://www.hostelworld.com/hosteldetails.php/The-Pax-Hostel-Records-More/Osaka/270406",9.5,"CA$27.38","6km from city centre  - Show on Map"
"261","Honjin Hostel","https://www.hostelworld.com/hosteldetails.php/Honjin-Hostel/Osaka/293740",9.4,"CA$21.42","4.6km from city centre  - Show on Map"
"262","Backpackers Hotel Toyo Osaka","https://www.hostelworld.com/hosteldetails.php/Backpackers-Hotel-Toyo-Osaka/Osaka/14926",8.7,"CA$17.85","6.5km from city centre  - Show on Map"
"263","Funtoco Backpackers Namba","https://www.hostelworld.com/hosteldetails.php/Funtoco-Backpackers-Namba/Osaka/272911",9.4,"CA$27.38","5.5km from city centre  - Show on Map"
"264","Picnic Hostel Osaka","https://www.hostelworld.com/hosteldetails.php/Picnic-Hostel-Osaka/Osaka/273231",9.1,"CA$23.69","4.4km from city centre  - Show on Map"
"265","Sakura La An","https://www.hostelworld.com/hosteldetails.php/Sakura-La-An/Osaka/267485",9.5,"CA$34.52","1.2km from city centre  - Show on Map"
"266","J-Hoppers Osaka Guesthouse","https://www.hostelworld.com/hosteldetails.php/J-Hoppers-Osaka-Guesthouse/Osaka/24780",9.4,"CA$27.38","1.9km from city centre  - Show on Map"
"267","Khaosan World Namba","https://www.hostelworld.com/hosteldetails.php/Khaosan-World-Namba/Osaka/265731",8.7,"CA$25.00","4.5km from city centre  - Show on Map"
"268","Osaka Guesthouse Hive","https://www.hostelworld.com/hosteldetails.php/Osaka-Guesthouse-Hive/Osaka/264049",8.2,"CA$27.38","1.3km from city centre  - Show on Map"
"269","The Blend Inn","https://www.hostelworld.com/hosteldetails.php/The-Blend-Inn/Osaka/276969",9.8,"CA$27.38","4.5km from city centre  - Show on Map"
"270","HOSTEL WASABI Osaka Bed with Library","https://www.hostelworld.com/hosteldetails.php/HOSTEL-WASABI-Osaka-Bed-with-Library/Osaka/273847",9.1,"CA$17.85","4.5km from city centre  - Show on Map"
"271","Ikidane House Namba","https://www.hostelworld.com/hosteldetails.php/Ikidane-House-Namba/Osaka/282683",8.9,"CA$12.50","6.5km from city centre  - Show on Map"
"272","Osaka Guest House Midoriya","https://www.hostelworld.com/hosteldetails.php/Osaka-Guest-House-Midoriya/Osaka/94264",9.6,"CA$33.33","5.1km from city centre  - Show on Map"
"273","Osaka Hana Hostel","https://www.hostelworld.com/hosteldetails.php/Osaka-Hana-Hostel/Osaka/64662",9.3,"CA$30.35","3.7km from city centre  - Show on Map"
"274","Osaka Guesthouse SUN","https://www.hostelworld.com/hosteldetails.php/Osaka-Guesthouse-SUN/Osaka/264047",9.2,"CA$27.38","4.3km from city centre  - Show on Map"
"275","Hostel 64 Osaka","https://www.hostelworld.com/hosteldetails.php/Hostel-64-Osaka/Osaka/41264",9.2,"CA$32.14","3.4km from city centre  - Show on Map"
"276","Osaka Guesthouse Sakura","https://www.hostelworld.com/hosteldetails.php/Osaka-Guesthouse-Sakura/Osaka/267513",8.9,"CA$29.76","0.9km from city centre  - Show on Map"
"277","STAY in the City AMEMURA","https://www.hostelworld.com/hosteldetails.php/STAY-in-the-City-AMEMURA/Osaka/291840",9,"CA$41.14","3.9km from city centre  - Show on Map"
"278","Imano Osaka Shinsaibashi Hostel","https://www.hostelworld.com/hosteldetails.php/Imano-Osaka-Shinsaibashi-Hostel/Osaka/294059",8.9,"CA$18.52","3.8km from city centre  - Show on Map"
"279","Peace House Suzunami","https://www.hostelworld.com/hosteldetails.php/Peace-House-Suzunami/Osaka/272564",8.2,"CA$14.28","6.4km from city centre  - Show on Map"
"280","Osaka GuestHouse KOMA","https://www.hostelworld.com/hosteldetails.php/Osaka-GuestHouse-KOMA/Osaka/36405",8.7,"CA$17.85","4.4km from city centre  - Show on Map"
"281","Air Osaka Hostel","https://www.hostelworld.com/hosteldetails.php/Air-Osaka-Hostel/Osaka/96425",8.9,"CA$19.04","9.7km from city centre  - Show on Map"
"282","Drop Inn Osaka","https://www.hostelworld.com/hosteldetails.php/Drop-Inn-Osaka/Osaka/89585",9.1,"CA$32.79","1.4km from city centre  - Show on Map"
"283","Hostel Ebisutei Souzou with Sake Bar","https://www.hostelworld.com/hosteldetails.php/Hostel-Ebisutei-Souzou-with-Sake-Bar/Osaka/283661",7.9,"CA$14.28","5.6km from city centre  - Show on Map"
"284","Guest House Matsu","https://www.hostelworld.com/hosteldetails.php/Guest-House-Matsu/Osaka/277737",9.4,"CA$22.62","7.4km from city centre  - Show on Map"
"285","Hostel Rakutsuki","https://www.hostelworld.com/hosteldetails.php/Hostel-Rakutsuki/Osaka/277945",9,"CA$22.02","4.7km from city centre  - Show on Map"
"286","Roots Hostel","https://www.hostelworld.com/hosteldetails.php/Roots-Hostel/Osaka/274185",9.1,"CA$35.71","3.1km from city centre  - Show on Map"
"287","Osaka Namba Hostel MIYABI","https://www.hostelworld.com/hosteldetails.php/Osaka-Namba-Hostel-MIYABI/Osaka/278391",8.8,"CA$19.04","5km from city centre  - Show on Map"
"288","Khaosan World Tennoji Hostel","https://www.hostelworld.com/hosteldetails.php/Khaosan-World-Tennoji-Hostel/Osaka/275476",8.7,"CA$27.38","6.6km from city centre  - Show on Map"
"289","Kintetsu Friendly Hostel -Osaka Tennoji Park-","https://www.hostelworld.com/hosteldetails.php/Kintetsu-Friendly-Hostel-Osaka-Tennoji-Park-/Osaka/270600",9.4,"CA$23.57","6.5km from city centre  - Show on Map"
"290","The Dorm Hostel Osaka","https://www.hostelworld.com/hosteldetails.php/The-Dorm-Hostel-Osaka/Osaka/271739",9.4,"CA$45.23","3.6km from city centre  - Show on Map"
"291","Hostel Enisia Namba","https://www.hostelworld.com/hosteldetails.php/Hostel-Enisia-Namba/Osaka/281159",9.4,"CA$35.71","4.3km from city centre  - Show on Map"
"292","Guest House Onoya","https://www.hostelworld.com/hosteldetails.php/Guest-House-Onoya/Osaka/279355",9.7,"CA$23.81","3.3km from city centre  - Show on Map"
"293","Hostel Chillout","https://www.hostelworld.com/hosteldetails.php/Hostel-Chillout/Osaka/266787",9,"CA$27.61","4.3km from city centre  - Show on Map"
"294","Sun Village Tsuruhashi","https://www.hostelworld.com/hosteldetails.php/Sun-Village-Tsuruhashi/Osaka/289670",8.6,"CA$17.85","5.1km from city centre  - Show on Map"
"295","Guesthouse HetoGep","https://www.hostelworld.com/hosteldetails.php/Guesthouse-HetoGep/Osaka/280502",9.3,"CA$29.76","4.5km from city centre  - Show on Map"
"296","Home Hostel Osaka","https://www.hostelworld.com/hosteldetails.php/Home-Hostel-Osaka/Osaka/276140",9.5,"CA$32.14","6.2km from city centre  - Show on Map"
"297","Idocoro","https://www.hostelworld.com/hosteldetails.php/Idocoro/Osaka/280512",7,"CA$20.83","2.2km from city centre  - Show on Map"
"298","Very Hostel Namba","https://www.hostelworld.com/hosteldetails.php/Very-Hostel-Namba/Osaka/275642",9.5,"CA$29.76","4.9km from city centre  - Show on Map"
"299","New World Inn","https://www.hostelworld.com/hosteldetails.php/New-World-Inn/Osaka/276006",8.2,"CA$20.23","6.5km from city centre  - Show on Map"
"300","J-Hoppers Osaka Universal","https://www.hostelworld.com/hosteldetails.php/J-Hoppers-Osaka-Universal/Osaka/264538",9.1,"CA$29.46","6.4km from city centre  - Show on Map"
"301","Hostel Jin","https://www.hostelworld.com/hosteldetails.php/Hostel-Jin/Osaka/274869",9.6,"CA$29.76","4.3km from city centre  - Show on Map"
"302","Beehive Hostel Osaka","https://www.hostelworld.com/hosteldetails.php/Beehive-Hostel-Osaka/Osaka/265783",9.4,"CA$34.52","3.4km from city centre  - Show on Map"
"303","Osaka Guesthouse Nest","https://www.hostelworld.com/hosteldetails.php/Osaka-Guesthouse-Nest/Osaka/271107",9.7,"CA$17.85","6.7km from city centre  - Show on Map"
"304","Peace House Showa","https://www.hostelworld.com/hosteldetails.php/Peace-House-Showa/Osaka/37275",8.9,"CA$14.28","6.8km from city centre  - Show on Map"
"305","Bon Hostel","https://www.hostelworld.com/hosteldetails.php/Bon-Hostel/Osaka/293171",9.4,"CA$17.85","5.6km from city centre  - Show on Map"
"306","Dotombori Base","https://www.hostelworld.com/hosteldetails.php/Dotombori-Base/Osaka/279121",8.1,"CA$21.42","4.3km from city centre  - Show on Map"
